Gene	Triplication-1.RNA.counts.txt	Triplication-2.RNA.counts.txt	Triplication-3.RNA.counts.txt	Isogenic-1.RNA.counts.txt	Isogenic-2.RNA.counts.txt	Isogenic-3.RNA.counts.txt
ENSG00000260444	0	0	0	0	0	0
ENSG00000260445	0	0	0	0	0.947401304	0
ENSG00000260447	0.767639124	0.886041756	0.963176593	0	0	4.306911257
ENSG00000260457	0	0	0.963176593	0	0	0
ENSG00000260460	0.767639124	0	0	1.081696441	0	0
ENSG00000260464	13.81750423	23.03708565	13.48447231	9.735267966	9.474013036	15.79200794
ENSG00000260465	0	0	0	0	0	0
ENSG00000260466	0	0.886041756	1.926353187	0	1.894802607	1.435637086
ENSG00000260467	0	1.772083512	0	0	0	1.435637086
ENSG00000260472	0	0	0	0	0	0
ENSG00000260473	10.74694773	6.202292291	4.815882966	12.98035729	10.42141434	2.871274171
ENSG00000260476	0	0	0	0	0	0
ENSG00000260478	0	0	0	0	0	0
ENSG00000260479	0	0	0	0	0	0
ENSG00000260482	0	0	0	0	0	0
ENSG00000260483	0	0	0	0	0	0
ENSG00000260484	0	0.886041756	0.963176593	0	0	0
ENSG00000260488	1.535278248	0	0	0	0.947401304	0
ENSG00000260495	3.070556496	12.40458458	8.668589339	6.490178644	1.894802607	2.871274171
ENSG00000260496	1.535278248	0	0	0	0	0
ENSG00000260497	0	0	0	0	0	0
ENSG00000260498	2.302917372	2.658125267	2.88952978	3.245089322	2.842203911	2.871274171
ENSG00000260500	4.605834744	3.544167023	2.88952978	4.326785763	3.789605214	1.435637086
ENSG00000260504	0	0	0	0	0	0
ENSG00000260505	0	0	0	0	0	0
ENSG00000260507	0	0	0	0	0	0
ENSG00000260509	0.767639124	0	0	0	0	0
ENSG00000260510	1.535278248	0	0	0	0.947401304	2.871274171
ENSG00000260514	0	0	0	0	0	0
ENSG00000260515	0	0	0	0	0	0
ENSG00000260520	0	0	0	0	0	0
ENSG00000260522	0	0	0	0	0.947401304	0
ENSG00000260525	0	0	0	0	0	0
ENSG00000260530	0	0	0	0	0.947401304	0
ENSG00000260532	8.444030363	5.316250535	7.705412746	12.98035729	7.579210429	5.742548343
ENSG00000260534	0	0	0	0	0	0
ENSG00000260536	0.767639124	3.544167023	5.77905956	2.163392881	1.894802607	4.306911257
ENSG00000260537	0	0	0	0	0	0
ENSG00000260541	4.605834744	3.544167023	2.88952978	2.163392881	0.947401304	1.435637086
ENSG00000260542	3.070556496	0.886041756	0.963176593	5.408482203	9.474013036	1.435637086
ENSG00000260545	0	0	0.963176593	0	2.842203911	1.435637086
ENSG00000260550	0	0	0	1.081696441	0	0
ENSG00000260555	0	0	0	0	0.947401304	0
ENSG00000260558	3.070556496	1.772083512	0	0	5.684407821	7.178185429
ENSG00000260563	112.0753121	135.5643886	95.35448273	117.904912	95.68753166	127.7717006
ENSG00000260564	0	0	0	0	0	0
ENSG00000260566	0	0	0	0	0	0
ENSG00000260568	0	0	0	0	0	0
ENSG00000260569	0	0	0	0	0	0
ENSG00000260570	0	0	0	0	0	0
ENSG00000260573	2.302917372	0.886041756	0.963176593	0	0.947401304	0
ENSG00000260574	0	0	0	0	0	0
ENSG00000260575	0	0	0	0	0	0
ENSG00000260578	11.51458686	31.01146145	28.8952978	22.71562525	18.94802607	7.178185429
ENSG00000260579	0	0	0	0	0	0
ENSG00000260580	0	0	0	0	0	0
ENSG00000260583	16.88806073	8.860417558	16.37400209	15.14375017	25.5798352	17.22764503
ENSG00000260584	0	0	0	0	0	0
ENSG00000260585	0.767639124	0	0	0	0	0
ENSG00000260586	3.83819562	0	0.963176593	0	3.789605214	0
ENSG00000260588	0	0	0	0	0	0
ENSG00000260590	0	0	0	0	0	0
ENSG00000260592	0	0.886041756	0	2.163392881	0	1.435637086
ENSG00000260593	1.535278248	0.886041756	1.926353187	2.163392881	2.842203911	0
ENSG00000260594	0	0	0	0	0	0
ENSG00000260597	0	0	0	0	0	0
ENSG00000260599	0	0	0	0	0	0
ENSG00000260600	0	0.886041756	0	1.081696441	0	0
ENSG00000260601	0	0	0	0	0	0
ENSG00000260604	8.444030363	0.886041756	1.926353187	27.04241102	89.05572254	64.60366886
ENSG00000260605	0	0	0	0	0	0
ENSG00000260608	17.65569985	9.746459314	21.18988505	15.14375017	6.631809125	10.0494596
ENSG00000260610	0	0	0	0	0	0
ENSG00000260611	0	0	0	0	0	0
ENSG00000260612	0	0	0	0	0	0
ENSG00000260613	3.83819562	2.658125267	0.963176593	3.245089322	1.894802607	2.871274171
ENSG00000260617	0	0	0	1.081696441	0	0
ENSG00000260618	3.83819562	7.088334046	7.705412746	7.571875085	8.526611732	2.871274171
ENSG00000260619	0.767639124	2.658125267	0	0	0	0
ENSG00000260620	0	0	0	0	0.947401304	0
ENSG00000260621	0	0	0	0	0	0
ENSG00000260622	0	0	0	0	0	0
ENSG00000260624	0	0	0	0	0	0
ENSG00000260626	0	0	0	0	0	0
ENSG00000260628	0	0	0	0	0	0
ENSG00000260633	3.83819562	14.17666809	5.77905956	5.408482203	5.684407821	2.871274171
ENSG00000260634	2.302917372	4.430208779	0	0	0	2.871274171
ENSG00000260635	0	0.886041756	0.963176593	1.081696441	2.842203911	1.435637086
ENSG00000260639	0	0	0	0	0	0
ENSG00000260640	0.767639124	0	0	0	1.894802607	0
ENSG00000260642	0	0	0	0	0	0
ENSG00000260643	13.81750423	15.06270985	18.30035527	5.408482203	6.631809125	12.92073377
ENSG00000260645	29.93792583	65.56708993	51.04835944	25.96071458	5.684407821	25.84146754
ENSG00000260646	0.767639124	6.202292291	3.852706373	8.653571526	7.579210429	4.306911257
ENSG00000260647	3.070556496	7.974375802	1.926353187	1.081696441	1.894802607	5.742548343
ENSG00000260648	0	0.886041756	0	0	0	0
ENSG00000260649	0	0	0	0	0	0
ENSG00000260650	0	0	0	0	0	0
ENSG00000260651	2.302917372	2.658125267	0	6.490178644	0.947401304	1.435637086
ENSG00000260657	1.535278248	5.316250535	6.742236153	1.081696441	0.947401304	0
ENSG00000260658	0.767639124	1.772083512	13.48447231	2.163392881	1.894802607	5.742548343
ENSG00000260659	0	0	0	0	0	0
ENSG00000260660	9.979308611	8.860417558	12.52129571	9.735267966	14.21101955	10.0494596
ENSG00000260661	2.302917372	0	2.88952978	0	0	1.435637086
ENSG00000260662	0	0	0	0	0	0
ENSG00000260664	12.28222598	49.61833832	82.83318702	0	0.947401304	1.435637086
ENSG00000260668	3.070556496	0.886041756	3.852706373	3.245089322	0.947401304	4.306911257
ENSG00000260669	6.141112991	4.430208779	1.926353187	2.163392881	1.894802607	2.871274171
ENSG00000260670	0.767639124	0	0	0	0	0
ENSG00000260671	0.767639124	0.886041756	0	0	5.684407821	4.306911257
ENSG00000260672	0	0	0	1.081696441	0	2.871274171
ENSG00000260673	0	0.886041756	0	0	0	0
ENSG00000260674	0	0	0	0	0	0
ENSG00000260677	0	0	0	0	0	0
ENSG00000260678	0	0	0	0	0.947401304	0
ENSG00000260679	0	0	0	0	0	0
ENSG00000260681	0	0	0	0	0	0
ENSG00000260683	3.070556496	0.886041756	0	0	0	0
ENSG00000260685	3.070556496	2.658125267	0	0	0	1.435637086
ENSG00000260686	0	0	0	0	0	0
ENSG00000260688	0	0	0	0	0	0
ENSG00000260693	0	0	0.963176593	1.081696441	0	1.435637086
ENSG00000260694	0	0	0	0	0	0
ENSG00000260695	0	0	0	0	0	0
ENSG00000260698	0	0.886041756	5.77905956	4.326785763	0	0
ENSG00000260701	0	0.886041756	0	1.081696441	0	1.435637086
ENSG00000260702	2.302917372	0	0	1.081696441	0.947401304	1.435637086
ENSG00000260706	0	0	0	0	0	0
ENSG00000260710	1.535278248	2.658125267	0	1.081696441	2.842203911	0
ENSG00000260711	9.979308611	7.974375802	7.705412746	1.081696441	1.894802607	8.613822514
ENSG00000260714	0	5.316250535	9.631765933	3.245089322	4.737006518	7.178185429
ENSG00000260715	0	0	0	0	0	0
ENSG00000260719	0	0	0	0	1.894802607	2.871274171
ENSG00000260721	0	0	0	0	0	0
ENSG00000260723	0	2.658125267	0	0	0	0
ENSG00000260725	0.767639124	0	1.926353187	0	0	4.306911257
ENSG00000260729	17.65569985	31.01146145	18.30035527	20.55223237	24.63243389	18.66328211
ENSG00000260733	0	2.658125267	0.963176593	0	0	1.435637086
ENSG00000260735	0	0	0	0	0	0
ENSG00000260739	0	0	0	0	0	0
ENSG00000260740	0	0	0.963176593	0	0	0
ENSG00000260741	0	0	0	0	0	0
ENSG00000260743	5.373473867	4.430208779	2.88952978	5.408482203	4.737006518	2.871274171
ENSG00000260744	0.767639124	0	0	0	0	0
ENSG00000260747	101.3283644	71.76938222	80.90683383	83.29062593	72.00249907	60.2967576
ENSG00000260750	0.767639124	0.886041756	0.963176593	0	0	1.435637086
ENSG00000260751	9.979308611	8.860417558	8.668589339	16.22544661	10.42141434	21.53455629
ENSG00000260755	0	0	0	0	0	0
ENSG00000260756	0	0	0	0	0	0
ENSG00000260757	0	0	0	0	0	0
ENSG00000260761	0	0	0	0	0	0
ENSG00000260763	0	1.772083512	0	0	0	0
ENSG00000260764	0	0	0	0	0	0
ENSG00000260771	0	0	0	0	0.947401304	0
ENSG00000260772	0	0	0	0	0	0
ENSG00000260773	3.070556496	5.316250535	2.88952978	4.326785763	2.842203911	7.178185429
ENSG00000260774	4.605834744	12.40458458	10.59494253	7.571875085	17.05322346	7.178185429
ENSG00000260777	2.302917372	2.658125267	0.963176593	2.163392881	0	0
ENSG00000260779	3.070556496	1.772083512	0.963176593	0	1.894802607	0
ENSG00000260782	3.83819562	0.886041756	1.926353187	1.081696441	3.789605214	1.435637086
ENSG00000260784	3.070556496	0.886041756	0.963176593	4.326785763	3.789605214	10.0494596
ENSG00000260786	0	0	0	0	0	0
ENSG00000260795	0	0	0	0	0	0
ENSG00000260796	4.605834744	2.658125267	1.926353187	3.245089322	1.894802607	4.306911257
ENSG00000260797	0	0	0	0	0	0
ENSG00000260798	0	0.886041756	0	0	0	0
ENSG00000260803	0	0	0	0	0	1.435637086
ENSG00000260805	0.767639124	0.886041756	0	1.081696441	1.894802607	1.435637086
ENSG00000260808	0.767639124	0	1.926353187	1.081696441	1.894802607	0
ENSG00000260810	1.535278248	3.544167023	0.963176593	0	1.894802607	0
ENSG00000260814	0	0	0	0	0	0
ENSG00000260816	0	1.772083512	4.815882966	2.163392881	1.894802607	2.871274171
ENSG00000260817	0	0	0	0	0	0
ENSG00000260823	0	0	0	0	0	0
ENSG00000260827	0	0	0	0	0	0
ENSG00000260830	5.373473867	3.544167023	0.963176593	2.163392881	4.737006518	4.306911257
ENSG00000260832	0	0	0.963176593	0	0.947401304	0
ENSG00000260834	0	0	0	0	0	0
ENSG00000260835	0	0	0	0	0	0
ENSG00000260836	0	0	0	0	0	0
ENSG00000260838	70.6227994	48.73229657	82.83318702	40.02276831	30.31684171	25.84146754
ENSG00000260844	0	0	0	0	0	0
ENSG00000260845	0	0	0	0	0	0
ENSG00000260847	0	0	0	0	0	0
ENSG00000260848	1.535278248	5.316250535	7.705412746	1.081696441	0.947401304	0
ENSG00000260850	2.302917372	0.886041756	0.963176593	0	0	0
ENSG00000260851	3.070556496	1.772083512	0	5.408482203	0	1.435637086
ENSG00000260855	125.1251772	77.97167451	90.53859977	75.71875085	87.16091993	73.21749137
ENSG00000260857	0	0	0	0	0	0
ENSG00000260858	0	0	0	1.081696441	0	0
ENSG00000260859	0.767639124	0	0	0	0.947401304	2.871274171
ENSG00000260860	0.767639124	0	0	0	0	0
ENSG00000260861	0	0	0	1.081696441	0	0
ENSG00000260862	1.535278248	0	0	0	0	0
ENSG00000260865	0	0.886041756	0	0	0	0
ENSG00000260866	0	0	0	0	0	0
ENSG00000260867	0	0	0.963176593	0	0	0
ENSG00000260871	3.83819562	0.886041756	5.77905956	2.163392881	0	0
ENSG00000260874	19.1909781	20.37896038	20.22670846	14.06205373	26.5272365	22.97019337
ENSG00000260877	3.070556496	1.772083512	1.926353187	2.163392881	0.947401304	0
ENSG00000260878	0	0	0	0	0	0
ENSG00000260879	8.444030363	6.202292291	7.705412746	10.81696441	2.842203911	7.178185429
ENSG00000260882	0.767639124	0	0	1.081696441	0	0
ENSG00000260891	3.83819562	2.658125267	3.852706373	1.081696441	2.842203911	10.0494596
ENSG00000260892	0	0	0	0	0	0
ENSG00000260894	0	0	0	0	0	0
ENSG00000260895	0.767639124	0	0.963176593	3.245089322	2.842203911	0
ENSG00000260899	0	0	0	0	0	0
ENSG00000260900	0	0	0	0	0	0
ENSG00000260907	9.211669487	11.51854283	10.59494253	12.98035729	12.31621695	4.306911257
ENSG00000260909	0	0	0	0	0	0
ENSG00000260911	6.908752115	7.974375802	3.852706373	6.490178644	14.21101955	7.178185429
ENSG00000260912	37.61431707	47.84625481	31.78482758	30.28750034	34.10644693	27.27710463
ENSG00000260914	0	0	0	0	0	0
ENSG00000260917	212.6360373	200.2454368	299.5479205	184.9700914	126.9517747	134.9498861
ENSG00000260918	14.58514335	58.47875588	20.22670846	2.163392881	5.684407821	4.306911257
ENSG00000260919	2.302917372	6.202292291	2.88952978	2.163392881	2.842203911	2.871274171
ENSG00000260920	68.31988203	62.90896466	69.34871471	76.80044729	54.94927561	55.98984634
ENSG00000260921	0	0	0	0	0	0
ENSG00000260922	2.302917372	5.316250535	0.963176593	0	0.947401304	1.435637086
ENSG00000260926	0.767639124	0	0	0	1.894802607	2.871274171
ENSG00000260927	19.1909781	6.202292291	15.41082549	12.98035729	7.579210429	8.613822514
ENSG00000260932	5.373473867	1.772083512	2.88952978	1.081696441	3.789605214	5.742548343
ENSG00000260933	0	0	0	0	0	0
ENSG00000260934	0	0	0	0	0	0
ENSG00000260937	0	0	0	0	0	0
ENSG00000260945	0	0	0	0	0	0
ENSG00000260947	59.10821254	71.76938222	72.23824449	40.02276831	37.89605214	43.06911257
ENSG00000260948	39.14959532	27.46729443	23.11623824	17.30714305	12.31621695	15.79200794
ENSG00000260949	2.302917372	6.202292291	4.815882966	2.163392881	2.842203911	2.871274171
ENSG00000260953	0.767639124	0	0	1.081696441	0	0
ENSG00000260954	1.535278248	0	0.963176593	2.163392881	0	1.435637086
ENSG00000260955	0.767639124	0	0	0	2.842203911	1.435637086
ENSG00000260957	0	0	0	0	0	0
ENSG00000260958	1.535278248	0	0	0	0	0
ENSG00000260959	0	0	0	0	0.947401304	0
ENSG00000260966	0	0	0	0	0	0
ENSG00000260970	0	0	0	0	0	0
ENSG00000260971	3.070556496	1.772083512	1.926353187	2.163392881	0	1.435637086
ENSG00000260972	0	0	0	0	0	0
ENSG00000260973	0	0	0	0	0	0
ENSG00000260974	0	0	0	0	0	0
ENSG00000260975	0	0	0	0	0	0
ENSG00000260978	0	11.51854283	12.52129571	0	0.947401304	0
ENSG00000260981	0	0	0	0	0	0
ENSG00000260986	0	0	0	0	0	0
ENSG00000260988	4.605834744	0.886041756	4.815882966	0	0	0
ENSG00000260989	3.83819562	0	2.88952978	1.081696441	1.894802607	1.435637086
ENSG00000260990	0.767639124	0	0	0	0	0
ENSG00000260991	3.070556496	0	0	0	0	0
ENSG00000260995	0	0	0	0	0	0
ENSG00000260996	2.302917372	5.316250535	0.963176593	1.081696441	0	0
ENSG00000260997	0.767639124	0.886041756	0	1.081696441	2.842203911	1.435637086
ENSG00000260999	0	0	0	0	0	0
ENSG00000261000	1.535278248	0	0	0	0	1.435637086
ENSG00000261003	0.767639124	0	0	1.081696441	0.947401304	2.871274171
ENSG00000261009	0	0	0	0	0	0
ENSG00000261012	0	0	0	0	0	0
ENSG00000261017	0	0	0	0	0	0
ENSG00000261018	1.535278248	0	0	0	0	0
ENSG00000261019	0	3.544167023	1.926353187	2.163392881	0	2.871274171
ENSG00000261020	0	0	0	0	0	0
ENSG00000261024	0	0	0	0	0	0
ENSG00000261025	1.535278248	0	3.852706373	2.163392881	0.947401304	1.435637086
ENSG00000261026	3.83819562	2.658125267	0.963176593	1.081696441	1.894802607	8.613822514
ENSG00000261028	0	0	0	0	3.789605214	1.435637086
ENSG00000261030	0	0	0	0	0	0
ENSG00000261035	0	0	0	0	0	0
ENSG00000261036	0	0	0	5.408482203	11.36881564	0
ENSG00000261037	1.535278248	3.544167023	0.963176593	0	0	0
ENSG00000261038	0	0	0	0	0	0
ENSG00000261041	0	0	0	0	0	0
ENSG00000261043	0	0	0	0	0	0
ENSG00000261047	0	0	0	0	0	0
ENSG00000261048	0	0	0	0	0	0
ENSG00000261049	0.767639124	0.886041756	0	2.163392881	1.894802607	5.742548343
ENSG00000261051	2.302917372	7.974375802	5.77905956	10.81696441	8.526611732	12.92073377
ENSG00000261055	0	0	0	0	0	0
ENSG00000261056	3.070556496	2.658125267	0	1.081696441	0.947401304	4.306911257
ENSG00000261058	0	0	0	0	0	0
ENSG00000261060	0	0	0	0	0	0
ENSG00000261061	0	0	0	0	0	0
ENSG00000261063	0	0	0	0	0	0
ENSG00000261065	0	0	0	0	0	0
ENSG00000261066	0	0	0	0	0	0
ENSG00000261067	5.373473867	4.430208779	0	2.163392881	6.631809125	0
ENSG00000261069	0	0	0	0	0	0
ENSG00000261070	2.302917372	0	0	1.081696441	4.737006518	1.435637086
ENSG00000261071	0	0	0	0	0	0
ENSG00000261072	0	0.886041756	0	0	0.947401304	0
ENSG00000261076	0	0	0	0	0	0
ENSG00000261077	0	0	0	0	0	0
ENSG00000261078	0	0	0	1.081696441	0	1.435637086
ENSG00000261079	6.141112991	4.430208779	3.852706373	9.735267966	2.842203911	4.306911257
ENSG00000261081	0	0	0	1.081696441	0	0
ENSG00000261090	1.535278248	3.544167023	3.852706373	2.163392881	0	0
ENSG00000261093	0	0	0	0	0	0
ENSG00000261094	20.72625635	24.80916916	26.96894461	46.51294695	16.10582216	21.53455629
ENSG00000261095	0	0	0	0	0	0
ENSG00000261096	9.211669487	4.430208779	14.4476489	2.163392881	2.842203911	2.871274171
ENSG00000261098	40.68487357	55.82063062	50.08518285	42.18616119	32.21164432	33.01965297
ENSG00000261101	34.54376058	31.89750321	14.4476489	41.10446475	63.47588734	67.47494303
ENSG00000261103	3.070556496	1.772083512	0	3.245089322	2.842203911	2.871274171
ENSG00000261104	0	0	0	0	0.947401304	0
ENSG00000261108	0	0	0	0	0	0
ENSG00000261111	0	0	0	0	0	0
ENSG00000261113	0	0	0	0	0	0
ENSG00000261114	2.302917372	5.316250535	1.926353187	0	3.789605214	7.178185429
ENSG00000261116	0	0	0	0	0	0
ENSG00000261117	1.535278248	0.886041756	0	0	1.894802607	0
ENSG00000261118	7.676391239	11.51854283	9.631765933	9.735267966	15.15842086	12.92073377
ENSG00000261123	8.444030363	15.9487516	12.52129571	16.22544661	10.42141434	14.35637086
ENSG00000261124	3.83819562	3.544167023	3.852706373	0	0.947401304	1.435637086
ENSG00000261127	0	0	0	0	0	0
ENSG00000261129	0	0	0	0	0	0
ENSG00000261130	0	0	0	0	0	0
ENSG00000261131	1.535278248	3.544167023	1.926353187	1.081696441	1.894802607	0
ENSG00000261136	1.535278248	12.40458458	1.926353187	6.490178644	1.894802607	5.742548343
ENSG00000261140	2.302917372	0	2.88952978	0	0.947401304	0
ENSG00000261141	6.141112991	11.51854283	10.59494253	5.408482203	7.579210429	5.742548343
ENSG00000261144	0	0	0	0	0	0
ENSG00000261145	0	0	0	0	0	0
ENSG00000261146	0	19.49291863	21.18988505	0	0	0
ENSG00000261147	0	0	0	0	0	0
ENSG00000261153	0	0	0	0	0	0
ENSG00000261158	1.535278248	0	1.926353187	0	0	0
ENSG00000261161	1.535278248	2.658125267	0.963176593	5.408482203	0.947401304	5.742548343
ENSG00000261166	0	0	0	0	0	0
ENSG00000261167	120.5193425	71.76938222	83.79636361	68.14687576	89.05572254	54.55420926
ENSG00000261168	11.51458686	27.46729443	14.4476489	11.89866085	45.47526257	0
ENSG00000261170	23.02917372	31.89750321	21.18988505	30.28750034	21.79022998	22.97019337
ENSG00000261172	3.070556496	0.886041756	1.926353187	2.163392881	0.947401304	5.742548343
ENSG00000261177	0	0.886041756	0	0	0	1.435637086
ENSG00000261178	0	0	0	0	0	0
ENSG00000261184	0	0	0	0	0	0
ENSG00000261187	0	1.772083512	0.963176593	1.081696441	1.894802607	2.871274171
ENSG00000261191	0	0	0	0	0	0
ENSG00000261195	3.070556496	1.772083512	0.963176593	1.081696441	0.947401304	2.871274171
ENSG00000261197	0	0	0	0	0	0
ENSG00000261198	0.767639124	0	0	0	0.947401304	0
ENSG00000261200	0	0	0	0	0	0
ENSG00000261204	5.373473867	0.886041756	0.963176593	1.081696441	0	0
ENSG00000261207	3.070556496	4.430208779	7.705412746	3.245089322	1.894802607	1.435637086
ENSG00000261208	0	0	0	0	0	0
ENSG00000261211	77.53155152	37.21375374	63.56965516	33.53258966	42.63305866	17.22764503
ENSG00000261213	9.979308611	7.088334046	13.48447231	19.47053593	16.10582216	35.89092714
ENSG00000261215	6.908752115	4.430208779	3.852706373	4.326785763	1.894802607	8.613822514
ENSG00000261216	1.535278248	0.886041756	0	1.081696441	0.947401304	1.435637086
ENSG00000261219	0	0	0	0	0	0
ENSG00000261226	3.070556496	3.544167023	0	1.081696441	3.789605214	2.871274171
ENSG00000261227	18.42333897	31.01146145	36.60071054	14.06205373	6.631809125	4.306911257
ENSG00000261229	0	0	0	0	0	0
ENSG00000261232	0	0	0	0	0	0
ENSG00000261234	0	0	0	0	0	0
ENSG00000261238	0	0.886041756	0.963176593	0	0	0
ENSG00000261240	3.070556496	3.544167023	7.705412746	0	2.842203911	0
ENSG00000261242	4.605834744	7.088334046	6.742236153	7.571875085	4.737006518	8.613822514
ENSG00000261243	0.767639124	0.886041756	0	3.245089322	0.947401304	1.435637086
ENSG00000261244	0	0	0	0	0	0
ENSG00000261245	0	0.886041756	0	0	0	0
ENSG00000261248	0	0.886041756	0	0	0.947401304	0
ENSG00000261250	0	0.886041756	0	0	0	0
ENSG00000261253	0.767639124	3.544167023	3.852706373	2.163392881	2.842203911	2.871274171
ENSG00000261257	0	0.886041756	0	2.163392881	0.947401304	0
ENSG00000261259	0	0	0	0	0	0
ENSG00000261260	0.767639124	0	0	0	0	0
ENSG00000261261	0.767639124	0	0	0	0	0
ENSG00000261263	0	0	0	0	0	0
ENSG00000261265	0.767639124	1.772083512	0	1.081696441	0	2.871274171
ENSG00000261266	0	0	0	0	0	0
ENSG00000261267	0.767639124	1.772083512	0	2.163392881	2.842203911	1.435637086
ENSG00000261269	0	0	0	0	0	0
ENSG00000261270	0.767639124	5.316250535	3.852706373	4.326785763	0.947401304	7.178185429
ENSG00000261275	0	0	0	0	0	0
ENSG00000261276	0	0	0	0	0	0
ENSG00000261278	0.767639124	3.544167023	0.963176593	3.245089322	1.894802607	1.435637086
ENSG00000261281	0	0	0	0	0	0
ENSG00000261285	0	0	0	0	0	0
ENSG00000261288	0	0	1.926353187	0	0	0
ENSG00000261289	0	0	0	0	0	0
ENSG00000261291	0	0	0.963176593	1.081696441	0	0
ENSG00000261292	0	0	0	0	0	0
ENSG00000261293	0	0	0	0	0.947401304	0
ENSG00000261294	0.767639124	0	0	0	0	0
ENSG00000261296	0	0	0	0	0	0
ENSG00000261298	0	0	0	0	0	0
ENSG00000261307	0	0	0	0	0	0
ENSG00000261310	0	0	0	0	0	0
ENSG00000261312	0	0	0	1.081696441	0	2.871274171
ENSG00000261313	0	0	0	0	0	1.435637086
ENSG00000261314	0	0	0	1.081696441	0	0
ENSG00000261320	1.535278248	0	0	0	0	2.871274171
ENSG00000261324	36.07903882	31.89750321	27.9321212	34.6142861	29.36944041	24.40583046
ENSG00000261327	3.070556496	4.430208779	0.963176593	7.571875085	1.894802607	5.742548343
ENSG00000261329	6.908752115	3.544167023	6.742236153	3.245089322	10.42141434	5.742548343
ENSG00000261334	0	0	0	2.163392881	0	5.742548343
ENSG00000261335	6.908752115	7.088334046	8.668589339	5.408482203	8.526611732	10.0494596
ENSG00000261338	49.12890393	41.64396252	54.90106582	32.45089322	36.00124954	27.27710463
ENSG00000261342	69.85516028	71.76938222	89.57542317	42.18616119	46.42266388	54.55420926
ENSG00000261346	3.070556496	3.544167023	1.926353187	0	0	1.435637086
ENSG00000261347	0	0	0	0	0	0
ENSG00000261349	6.908752115	10.63250107	8.668589339	8.653571526	4.737006518	2.871274171
ENSG00000261351	9.211669487	7.974375802	12.52129571	9.735267966	6.631809125	2.871274171
ENSG00000261356	0	0	0	0	0	0
ENSG00000261357	0	0	0	1.081696441	0	0
ENSG00000261362	0	0	0	0	0	0
ENSG00000261363	0	0	0	0	0	0
ENSG00000261364	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0
ENSG00000261367	0	0.886041756	0.963176593	0	0	0
ENSG00000261368	2.302917372	0	1.926353187	1.081696441	0	0
ENSG00000261369	1.535278248	0.886041756	1.926353187	1.081696441	10.42141434	4.306911257
ENSG00000261376	0	0	0	0	0	0
ENSG00000261379	0	0	0.963176593	0	0.947401304	1.435637086
ENSG00000261382	0	0	0	0	0	0
ENSG00000261384	0	0	0	0	0	0
ENSG00000261385	0	0	0	0	0	0
ENSG00000261391	0	0	0	0	0	0
ENSG00000261392	0	0	0	0	0	0
ENSG00000261393	0	0	0	1.081696441	0	0
ENSG00000261394	0.767639124	0	0	0	0.947401304	0
ENSG00000261396	0	0.886041756	0	0	0	0
ENSG00000261398	0	0	0	0	0	0
ENSG00000261400	0	0	0	0	0	0
ENSG00000261402	23.79681284	0	2.88952978	7.571875085	47.37006518	1.435637086
ENSG00000261403	0	0	0	0	0	0
ENSG00000261407	2.302917372	0	0	0	1.894802607	0
ENSG00000261411	0	0	0.963176593	0	0.947401304	0
ENSG00000261421	0	0	0	0	0	0
ENSG00000261426	1.535278248	0.886041756	0	0	0	0
ENSG00000261427	0	0	0	0	0	0
ENSG00000261430	0	0	0	1.081696441	0	0
ENSG00000261433	1.535278248	0	0	4.326785763	2.842203911	1.435637086
ENSG00000261434	0	0	0	0	0	0
ENSG00000261435	0.767639124	2.658125267	2.88952978	1.081696441	0	2.871274171
ENSG00000261436	0	0	0	1.081696441	0	1.435637086
ENSG00000261442	3.070556496	0.886041756	0	4.326785763	0	0
ENSG00000261444	0	0	0	0	0	0
ENSG00000261447	0.767639124	1.772083512	2.88952978	1.081696441	0.947401304	0
ENSG00000261448	0	0	0	1.081696441	0	1.435637086
ENSG00000261449	2.302917372	0	0	3.245089322	0	1.435637086
ENSG00000261451	0.767639124	1.772083512	6.742236153	2.163392881	0.947401304	1.435637086
ENSG00000261457	7.676391239	9.746459314	5.77905956	9.735267966	8.526611732	8.613822514
ENSG00000261458	0.767639124	0	1.926353187	1.081696441	0	1.435637086
ENSG00000261459	0	0	0	0	0	0
ENSG00000261460	3.070556496	1.772083512	1.926353187	1.081696441	0	1.435637086
ENSG00000261466	0	0	0	0	0	0
ENSG00000261467	0	0.886041756	0.963176593	1.081696441	2.842203911	2.871274171
ENSG00000261468	0	0.886041756	0	4.326785763	5.684407821	4.306911257
ENSG00000261469	0.767639124	0.886041756	0	0	0	0
ENSG00000261471	0.767639124	0	0.963176593	0	0	1.435637086
ENSG00000261472	0	0.886041756	0	0	0	2.871274171
ENSG00000261474	26.09973021	30.1254197	32.74800417	19.47053593	29.36944041	21.53455629
ENSG00000261476	1.535278248	0	0.963176593	1.081696441	0	1.435637086
ENSG00000261478	0.767639124	0.886041756	10.59494253	0	0	1.435637086
ENSG00000261482	0	0	0	0	0	0
ENSG00000261487	0	0	0	0	0	0
ENSG00000261489	0	0	0	0	0.947401304	0
ENSG00000261499	3.070556496	7.088334046	4.815882966	3.245089322	4.737006518	1.435637086
ENSG00000261505	3.83819562	4.430208779	2.88952978	7.571875085	1.894802607	2.871274171
ENSG00000261507	0	0	0	0	0	0
ENSG00000261512	49.89654305	46.0741713	50.08518285	38.94107186	40.73825605	48.81166091
