Gene	Triplication-1.RNA.counts.txt	Triplication-2.RNA.counts.txt	Triplication-3.RNA.counts.txt	Isogenic-1.RNA.counts.txt	Isogenic-2.RNA.counts.txt	Isogenic-3.RNA.counts.txt
SSTR1	52.19946043	53.16250535	45.26929988	32.45089322	55.89667691	97.62332183
SSTR2	62.17876904	197.5873115	161.8136677	50.83973271	31.26424302	44.50474966
SSTR3	28.40264759	0	3.852706373	8.653571526	13.26361825	2.871274171
SSTR4	1.535278248	1.772083512	0.963176593	6.490178644	3.789605214	4.306911257
SSTR5	3.83819562	3.544167023	0	10.81696441	5.684407821	11.48509669
SSTR5-AS1	0	0	0	1.081696441	0	5.742548343
SSU72	1664.241621	1591.330993	1638.363385	2063.876809	2251.972899	2108.950879
SSU72-AS1	36.84667795	30.1254197	22.15306164	16.22544661	10.42141434	24.40583046
SSU72L1	0	0	0	0	0	0
SSU72L2	0	0	0	0	0	0
SSU72L3	0	0	0	0	0	0
SSU72L4	0	0	0	0	0	0
SSU72L5	0	0	0	0	0	0
SSU72L6	0	0	0	0	0	0
SSU72P1	0	0	0	0	0	0
SSU72P6	0	0	0	0	0	0
SSUH2	45.29070831	9.746459314	5.77905956	23.7973217	28.42203911	11.48509669
SSX1	0	0	0	0	0	0
SSX11P	0	0	0	0	0	0
SSX13P	0	0	0	0	0	0
SSX14P	0	0	0	0	0	0
SSX15P	0.767639124	0	0	0	0	0
SSX18P	0	0	0	0	0	0
SSX19P	0	0	0	0	0	0
SSX2	0	0	0	0	0	0
SSX20P	0	0	0	0	0	1.435637086
SSX21P	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
SSX2IP	518.9240478	376.5677462	394.9024032	441.3321478	476.5428557	453.6613191
SSX2IPP1	0	0	0	0	0	0
SSX3	0	0	0	0	0	0
SSX4	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0
SSX5	0	0	0	0	0	0
SSX6P	0	0	0	0	0	0
SSX7	0	0	0	0	0	0
SSX8P	0	0	0	0	0	0
SSX9P	0	0	0	0	0	0
SSXP10	3.070556496	1.772083512	1.926353187	7.571875085	8.526611732	11.48509669
ST13	4411.622045	4091.740828	3689.929529	5283.005416	5456.084107	5136.709493
ST13P10	10.74694773	14.17666809	10.59494253	16.22544661	17.05322346	15.79200794
ST13P11	0	1.772083512	0	1.081696441	0.947401304	1.435637086
ST13P12	1.535278248	0	0.963176593	3.245089322	1.894802607	0
ST13P13	0.767639124	1.772083512	1.926353187	0	6.631809125	1.435637086
ST13P14	0	0	0	0	0	0
ST13P15	142.780877	114.2993865	99.20718911	142.7839302	142.1101955	124.9004265
ST13P16	0	0	0	1.081696441	0	0
ST13P18	107.4694773	89.49021734	107.8757784	143.8656266	150.6368073	103.3658702
ST13P19	128.1957337	139.1085557	94.39130614	197.9504486	188.5328594	185.1971841
ST13P2	0	0.886041756	0	1.081696441	0	0
ST13P20	1.535278248	2.658125267	0	0	2.842203911	2.871274171
ST13P21	0	0	0	0	0.947401304	0
ST13P3	88.27849925	70.88334046	78.98048065	76.80044729	90.00312384	87.57386223
ST13P4	630.9993599	589.2177676	496.0359455	743.1254548	835.6079498	795.3429455
ST13P5	268.6736934	285.3054454	271.6157993	254.1986636	346.7488771	268.464135
ST13P6	711.6014679	645.92444	581.7586623	955.1379571	1030.772618	977.6688554
ST13P7	265.6031369	241.0033576	251.3890908	332.0808073	333.4852589	278.5135946
ST14	50.66418218	65.56708993	0.963176593	1.081696441	8.526611732	18.66328211
ST18	5.373473867	160.3735578	104.9862487	1.081696441	0.947401304	2.871274171
ST20	3.83819562	3.544167023	2.88952978	4.326785763	9.474013036	4.306911257
ST20-AS1	92.88433399	68.2252152	73.20142109	81.12723305	82.42391341	97.62332183
ST20-MTHFS	0	0	0	0	0	0
ST3GAL1	1053.200878	996.7969753	866.8589339	1720.979037	1714.796359	1455.736005
ST3GAL1-DT	19.95861722	19.49291863	15.41082549	29.2058039	18.94802607	14.35637086
ST3GAL1P1	0	0	0	0	0	0
ST3GAL2	975.6693265	1134.133447	1209.749801	1665.812519	1557.527743	1673.952842
ST3GAL3	19.95861722	23.92312741	24.07941483	20.55223237	20.84282868	40.1978384
ST3GAL3-AS1	0	1.772083512	0.963176593	0	1.894802607	0
ST3GAL4	653.2608945	766.4261188	812.9210447	1601.992429	1385.100706	1684.002302
ST3GAL5	637.908112	542.2575545	467.1406477	464.0477731	678.3393334	483.8096979
ST3GAL5-AS1	3.83819562	6.202292291	2.88952978	2.163392881	10.42141434	7.178185429
ST3GAL6	34.54376058	69.99729871	37.56388714	49.75803627	46.42266388	47.37602383
ST3GAL6-AS1	4.605834744	4.430208779	8.668589339	7.571875085	6.631809125	8.613822514
ST6GAL1	925.0051443	737.1867408	899.6069381	760.4325978	777.8164702	663.2643336
ST6GAL2	231.0593763	1300.709298	1006.51954	259.6071458	185.6906555	234.008845
ST6GAL2-IT1	0	5.316250535	0.963176593	1.081696441	0	1.435637086
ST6GALNAC1	6.141112991	1.772083512	3.852706373	4.326785763	1.894802607	0
ST6GALNAC2	95.18725137	57.59271413	62.60647856	46.51294695	68.21289386	30.1483788
ST6GALNAC2P1	0	0	0	0	0	0
ST6GALNAC3	280.9559194	388.9723308	328.4432183	338.5709859	239.6925298	222.5237483
ST6GALNAC4	453.6747222	391.6304561	414.1659351	583.0343815	738.0256155	646.0366886
ST6GALNAC4P1	4.605834744	9.746459314	7.705412746	5.408482203	7.579210429	14.35637086
ST6GALNAC5	222.6153459	311.886698	304.3638035	270.4241102	206.5334842	235.4444821
ST6GALNAC6	6.141112991	5.316250535	2.88952978	2.163392881	14.21101955	8.613822514
ST7	260.9973021	291.5077377	248.4995611	323.4272358	323.0638445	258.4146754
ST7-AS1	3.070556496	5.316250535	4.815882966	5.408482203	4.737006518	8.613822514
ST7-AS2	0.767639124	3.544167023	1.926353187	0	1.894802607	1.435637086
ST7-OT4	0.767639124	0	0	0	0.947401304	0
ST7L	222.6153459	207.3337709	224.4201462	228.237949	205.5860829	226.8306595
ST8SIA1	700.086881	823.1327911	1102.837199	761.5142942	548.5453548	648.9079627
ST8SIA2	484.3802872	1972.328948	1348.447231	215.2575917	374.2235149	262.7215867
ST8SIA3	521.9946043	272.014819	414.1659351	116.8232156	90.00312384	110.5440556
ST8SIA4	142.780877	303.9123222	228.2728526	72.47366153	79.5817095	91.88077349
ST8SIA5	21.49389547	25.69521092	63.56965516	50.83973271	39.79085475	41.63347549
ST8SIA5-DT	9.211669487	5.316250535	14.4476489	5.408482203	9.474013036	11.48509669
ST8SIA6	9.211669487	13.29062634	10.59494253	8.653571526	6.631809125	5.742548343
ST8SIA6-AS1	2.302917372	2.658125267	2.88952978	0	0	0
STAB1	9.211669487	7.088334046	2.88952978	11.89866085	15.15842086	1.435637086
STAB2	82.90502538	11.51854283	13.48447231	75.71875085	250.1139441	51.68293509
STAC	317.8025973	205.5616873	332.2959247	111.4147334	105.1615447	86.13822514
STAC2	160.4365769	273.7869025	201.303908	1207.173228	1108.459525	1577.765157
STAC3	963.3871005	50.50438008	41.41659351	978.9352788	3066.73802	518.2649879
STAG1	573.4264256	584.7875588	498.9254753	879.4192063	906.6630475	974.7975812
STAG1-DT	1.535278248	2.658125267	4.815882966	5.408482203	6.631809125	0
STAG2	2233.829851	1733.983716	2032.302612	3540.39245	3672.127453	3650.825109
STAG2-AS1	2.302917372	7.088334046	12.52129571	9.735267966	4.737006518	4.306911257
STAG3	48.36126481	92.1483426	70.31189131	30.28750034	23.68503259	31.58401589
STAG3L1	0	0	0	0	0	0
STAG3L2	0	0	0	0	0	0
STAG3L3	0	0	0	0	0	0
STAG3L4	156.5983813	155.943349	157.9609613	111.4147334	146.8472021	114.8509669
STAG3L5P	0	0	0	0	0	0
STAG3L5P-PVRIG2P-PILRB	178.0922767	309.2285728	235.0150888	181.725002	146.8472021	206.7317403
STAM	535.0444694	474.0323394	468.1038243	469.4562553	474.6480531	459.4038674
STAM-DT	9.979308611	15.06270985	12.52129571	10.81696441	5.684407821	4.306911257
STAM2	588.779208	613.140895	598.1326644	726.9000081	659.3913073	704.8978091
STAMBP	531.2062738	446.5650449	453.6561754	500.825452	432.9623957	413.4634807
STAMBPL1	109.7723947	107.2110525	104.9862487	73.55535797	72.94990038	61.73239469
STAP1	0	0	0	0	0	0
STAP2	122.8222598	163.9177248	102.0967189	156.8459839	139.2679916	117.722241
STAR	35.3113997	35.44167023	38.52706373	8.653571526	29.36944041	15.79200794
STARD10	474.4009786	559.0923479	497.9622987	748.533937	729.4990038	875.7386223
STARD13	873.573323	514.7902601	519.1521838	1008.141083	1141.618571	960.4412103
STARD13-AS	4.605834744	4.430208779	1.926353187	8.653571526	12.31621695	5.742548343
STARD13-IT1	0	0	0	1.081696441	0	0
STARD3	970.2958526	1245.774709	1143.290616	1240.705817	1131.197156	1158.559128
STARD3NL	789.1330194	1010.973643	1066.236489	603.5866139	544.7557496	554.1559151
STARD4	452.139444	425.3000428	373.7125182	324.5089322	338.2222654	348.8598118
STARD4-AS1	153.5278248	235.687107	205.1566144	301.793307	229.2711155	288.5630542
STARD5	18.42333897	18.60687687	13.48447231	15.14375017	13.26361825	8.613822514
STARD6	1.535278248	2.658125267	4.815882966	0	2.842203911	1.435637086
STARD7	2082.604943	1859.801645	1901.310595	1343.466979	1482.68304	1126.975112
STARD7-AS1	80.60210801	92.1483426	65.49600834	103.8428583	94.74013036	94.75204766
STARD8	73.6933559	88.60417558	76.09095087	153.6008946	170.5322346	206.7317403
STARD9	544.2561389	713.2636134	561.5319539	482.4366125	639.4958799	706.3334462
STARP1	0	0	0	0	0	0
STAT1	1674.220929	1554.11724	1574.79373	1576.031714	2038.807605	1556.230601
STAT2	1722.582194	1997.138118	1777.060815	2675.035298	2198.918426	2643.007875
STAT3	6851.94682	6022.425814	6599.686017	7812.011695	8481.13647	7844.321036
STAT4	60.64349079	60.25083939	64.53283175	108.1696441	116.5303603	137.8211602
STAT4-AS1	1.535278248	1.772083512	0.963176593	1.081696441	1.894802607	2.871274171
STAT5A	650.190338	364.1631616	394.9024032	935.6674212	1059.194657	775.2440263
STAT5B	1754.823037	1361.846179	1389.863824	2073.612077	2394.083094	2110.386516
STAT6	2258.394303	2067.135416	2065.050616	4165.612993	3440.961535	3864.735035
STATH	0	0	0	0	0	0
STAU1	2266.070694	2363.073363	2379.046185	2190.435292	2336.291615	2378.850651
STAU2	626.3935251	881.611547	841.8163425	483.518309	527.7025261	409.1565694
STAU2-AS1	0	1.772083512	0.963176593	1.081696441	2.842203911	2.871274171
STAU2P1	9.211669487	8.860417558	13.48447231	7.571875085	3.789605214	4.306911257
STBD1	78.29919064	40.75792077	79.94365724	20.55223237	37.89605214	25.84146754
STBD1P1	0	0	0	0	0	0
STC1	726.9542504	541.3715128	624.1384324	457.5575944	489.806474	376.1369165
STC2	1472.33184	1212.105122	964.1397699	1348.875462	1280.886562	1605.042262
STEAP1	88.27849925	78.85771627	117.5075444	72.47366153	46.42266388	76.08876554
STEAP1B	6.908752115	7.088334046	1.926353187	41.10446475	38.84345345	34.45529006
STEAP1B-AS1	6.908752115	8.860417558	8.668589339	4.326785763	4.737006518	0
STEAP2	360.7903882	274.6729443	309.1796864	222.8294668	174.3218399	216.7811999
STEAP2-AS1	0	0	0	3.245089322	0	0
STEAP3	419.8986008	311.886698	428.613584	400.2276831	605.389433	417.7703919
STEAP3-AS1	3.070556496	7.088334046	4.815882966	1.081696441	5.684407821	4.306911257
STEAP4	104.3989209	112.527303	80.90683383	310.4468785	347.6962784	295.7412397
STEEP1	310.1262061	295.9379464	327.4800417	300.7116105	305.0632198	278.5135946
STH	0.767639124	0	1.926353187	0	0	0
STIL	56.80529517	47.84625481	51.04835944	89.78080458	70.10769646	87.57386223
STIM1	1789.366798	1578.926409	1773.208108	2059.550023	2660.30286	2430.533586
STIM1-AS1	8.444030363	0.886041756	6.742236153	6.490178644	9.474013036	7.178185429
STIM2	986.4162742	521.8785942	714.6770322	808.0272412	990.9817635	637.4228661
STIM2-AS1	7.676391239	8.860417558	9.631765933	4.326785763	7.579210429	10.0494596
STIMATE	8.444030363	3.544167023	6.742236153	3.245089322	3.789605214	10.0494596
STIMATE-MUSTN1	6.908752115	10.63250107	10.59494253	5.408482203	5.684407821	8.613822514
STING1	591.0821254	417.325667	540.3420688	744.2071512	696.3399581	601.5319389
STIP1	3901.909667	3419.235136	3515.594565	3397.60852	4366.572608	3726.913875
STIP1P3	41.45251269	46.96021306	47.19565307	47.59464339	70.10769646	58.86112051
STK10	505.1065435	343.7842013	341.9276906	720.4098295	684.0237412	669.0068819
STK11	1526.834217	1495.638484	1616.210323	1817.25002	2065.334842	1961.080259
STK11IP	455.2100005	484.6648404	454.619352	493.253577	368.5391071	439.3049482
STK16	411.4545704	458.9696295	482.5514732	465.1294695	405.4877579	409.1565694
STK16P1	2.302917372	1.772083512	0	1.081696441	0.947401304	1.435637086
STK17A	122.8222598	96.57855138	125.2129571	148.1924124	150.6368073	170.8408132
STK17B	341.5994101	249.8637751	220.5674399	282.322771	321.1690419	302.9194251
STK19	307.8232887	349.1004518	349.6331034	425.1067012	353.3806862	340.2459893
STK19B	0	0	0	0	0	0
STK24	1026.333509	1028.694478	891.9015254	1013.549565	1089.511499	1085.341637
STK24-AS1	6.908752115	9.746459314	10.59494253	12.98035729	5.684407821	5.742548343
STK24P1	1.535278248	2.658125267	0	4.326785763	3.789605214	2.871274171
STK25	2002.770474	2132.702506	1998.591431	2457.614313	2938.838844	2173.554548
STK25P1	0	0	0	1.081696441	0	0
STK26	785.2948238	264.0404432	268.7262695	501.9071485	618.6530512	463.7107787
STK3	293.2381453	272.014819	264.8735631	452.1491122	494.5434805	472.3246012
STK31	3.070556496	3.544167023	5.77905956	1.081696441	6.631809125	0
STK32A	2152.460103	1244.888667	1917.684597	442.4138442	518.2285131	506.7798913
STK32A-AS1	59.87585167	35.44167023	49.12200626	17.30714305	12.31621695	22.97019337
STK32B	138.9426814	178.9804347	179.1508463	399.1459866	318.326838	513.9580767
STK32C	812.9298322	663.6452751	733.9405641	438.0870585	568.4407821	373.2656423
STK33	158.9012987	184.2966852	254.2786206	103.8428583	79.5817095	99.05895891
STK33P1	0	0	0	0	0	0
STK35	575.7293429	680.4800685	620.2857261	811.2723305	720.972392	907.3226382
STK36	315.4996799	521.8785942	421.8713478	403.4727724	349.591081	361.7805456
STK38	617.9494948	483.7787987	531.6734795	695.5308114	979.6129479	689.1058011
STK38L	654.7961727	462.5137965	495.0727689	590.6062566	715.2879842	604.4032131
STK39	1341.065549	1502.726818	1622.95256	1071.961173	1193.725643	1135.588935
STK4	621.7876904	629.0896466	592.3536049	658.7531324	589.2836108	694.8483495
STK4-DT	10.74694773	3.544167023	3.852706373	6.490178644	3.789605214	8.613822514
STK40	1248.181215	1355.643886	1441.87536	1486.25091	1609.634815	1715.586317
STKLD1	58.34057342	62.02292291	58.75377219	61.65669712	60.63368343	53.11857217
STMN1	5497.063766	9163.443838	8518.333791	4392.769246	4166.670933	3607.755996
STMN1P1	2.302917372	3.544167023	0	2.163392881	0.947401304	0
STMN1P2	0	0	0	0	0	0
STMN2	14916.76346	14796.01128	19588.12238	5607.514349	4171.40794	4503.593538
STMN3	3670.082651	4754.500062	5825.292036	1505.721445	1349.099456	1424.151989
STMN3P1	2.302917372	1.772083512	0.963176593	0	1.894802607	0
STMN4	1864.595432	3179.11782	3699.561295	533.2763453	529.5973287	511.0868025
STMND1	0.767639124	0	1.926353187	0	0.947401304	2.871274171
STMP1	737.7011981	948.0646787	909.238704	836.1513487	765.5002533	841.2833322
STN1	224.9182633	148.855015	164.7031974	140.6205373	151.5842086	122.0291523
STOM	1718.743998	1477.031607	1870.488944	3245.089322	2666.93467	3558.944335
STOML1	623.3229686	530.7390117	724.3087981	617.6486676	631.9166695	664.6999707
STOML2	1547.560474	1167.803034	1325.330992	1568.459839	1456.155804	1279.152643
STOML3	6.141112991	4.430208779	4.815882966	3.245089322	3.789605214	1.435637086
STON1	298.6116192	309.2285728	292.8056844	398.0642902	395.0663436	393.3645615
STON1-GTF2A1L	0	0	0	0	0	0
STON2	523.5298825	435.0465021	432.4662904	312.6102714	601.5998278	229.7019337
STOX1	35.3113997	54.0485471	62.60647856	18.38883949	12.31621695	18.66328211
STOX2	795.2741324	1383.997223	1371.563469	656.5897395	654.6543008	924.5502832
STPG1	305.5203713	429.7302516	328.4432183	210.9308059	183.7958529	244.0583046
STPG2	6.908752115	1.772083512	1.926353187	1.081696441	1.894802607	1.435637086
STPG2-AS1	2.302917372	2.658125267	1.926353187	2.163392881	4.737006518	0
STPG3	5.373473867	7.088334046	2.88952978	5.408482203	9.474013036	5.742548343
STPG3-AS1	1.535278248	2.658125267	1.926353187	3.245089322	14.21101955	5.742548343
STPG4	1.535278248	0.886041756	0.963176593	1.081696441	0.947401304	2.871274171
STRA6	220.3124286	257.8381509	289.9161546	445.6589336	319.2742393	327.3252555
STRA6LP	0	0	0	0	0	0
STRA8	0.767639124	0	0	0	0	0
STRADA	66.78460378	106.3250107	103.0598955	97.35267966	86.21351863	86.13822514
STRADB	411.4545704	453.653379	479.6619434	270.4241102	300.3262132	241.1870304
STRADBP1	3.070556496	2.658125267	1.926353187	1.081696441	0.947401304	0
STRAP	3037.548013	2854.826537	3166.924639	2548.476814	2781.570227	2658.799883
STRBP	563.447117	819.5886241	747.4250364	451.0674158	385.5923306	440.7405853
STRC	23.79681284	27.46729443	22.15306164	5.408482203	11.36881564	11.48509669
STRCP1	44.52306919	51.39042184	65.49600834	33.53258966	18.94802607	37.32656423
STRIP1	948.034318	1181.979702	1082.610491	733.3901868	755.078839	815.4418647
STRIP2	114.3782295	71.76938222	139.660606	118.9866085	394.1189423	84.70258806
STRIT1	0	0	2.88952978	2.163392881	9.474013036	0
STRN	525.0651608	518.3344271	468.1038243	570.0540242	649.9172943	647.4723257
STRN3	446.7659701	449.2231702	437.2821733	604.6683103	638.5484786	548.4133667
STRN4	1328.015684	1909.419984	1776.097638	1798.861181	1675.005505	1869.199486
STS	865.8969318	703.5171541	792.6943363	490.0084876	832.7657458	384.750739
STSP1	0	0	0	0	0	0
STT3A	3336.159633	3410.374718	3393.271138	5892.000512	5651.248776	6882.444189
STT3B	2264.535416	2182.320845	2358.819477	4664.275052	4110.774256	5004.630881
STUB1	759.1950936	756.6796595	835.0741064	816.6808127	938.8746918	806.8280422
STUB1-DT	4.605834744	1.772083512	1.926353187	5.408482203	0.947401304	0
STUB1P1	0.767639124	0	0.963176593	1.081696441	0	0
STUM	365.396223	339.3539925	332.2959247	341.8160753	347.6962784	213.9099258
STX10	619.484773	692.884653	650.1442004	962.7098322	826.1339367	981.9757666
STX11	34.54376058	12.40458458	10.59494253	16.22544661	35.05384823	12.92073377
STX12	1268.139833	1355.643886	1533.377136	939.994207	993.8239675	882.9168077
STX16	1317.268737	1281.216379	1232.866039	1497.067874	1441.944784	1577.765157
STX16-NPEPL1	50.66418218	98.35063489	58.75377219	29.2058039	41.68565736	12.92073377
STX17	598.7585167	605.1665192	626.0647856	593.8513459	556.1245652	546.9777297
STX18	462.1187526	406.6931659	465.2142945	558.1553634	499.280487	581.4330197
STX18-AS1	134.3368467	128.4760546	120.3970742	123.3133942	127.899176	136.3855231
STX18-IT1	0.767639124	0	0	0	0.947401304	0
STX19	1.535278248	6.202292291	0	1.081696441	1.894802607	1.435637086
STX1A	445.998331	630.8617301	655.92326	282.322771	288.0099963	304.3550622
STX1B	932.6815356	1291.84888	1374.452999	469.4562553	514.4389078	489.5522462
STX2	664.7754813	639.7221477	694.4503237	681.4687576	602.5472291	693.4127124
STX3	247.947437	245.4335664	283.1739184	154.682591	134.5309851	127.7717006
STX4	575.7293429	590.9898511	521.078537	659.8348288	699.182162	624.5021323
STX5	941.1255659	925.9136348	997.8509506	1440.819659	1336.783239	1645.2401
STX5-DT	3.070556496	5.316250535	2.88952978	1.081696441	6.631809125	5.742548343
STX6	521.9946043	683.1381937	680.0026748	666.3250075	553.2823613	693.4127124
STX7	1394.032649	1506.270985	1535.30349	976.7718859	950.2435075	997.7677746
STX8	485.1479263	417.325667	523.0048901	464.0477731	514.4389078	463.7107787
STX8P1	0	0	0.963176593	1.081696441	3.789605214	1.435637086
STXBP1	3716.140999	4729.690892	4968.064868	2240.193329	2052.071224	2354.444821
STXBP2	17.65569985	24.80916916	17.33717868	5.408482203	6.631809125	10.0494596
STXBP3	475.9362568	520.1065107	488.3305328	558.1553634	520.1233157	595.7893906
STXBP4	115.9135077	148.855015	124.2497805	177.3982163	154.4264125	192.3753695
STXBP5	356.1845535	377.453788	336.148631	415.3714332	417.8039749	460.8395045
STXBP5-AS1	45.29070831	152.399182	112.6916614	17.30714305	12.31621695	15.79200794
STXBP5L	79.83446889	157.7154325	102.0967189	20.55223237	10.42141434	22.97019337
STXBP6	73.6933559	110.7552195	80.90683383	45.43125051	73.89730168	60.2967576
STYK1	16.1204216	16.83479336	18.30035527	11.89866085	2.842203911	8.613822514
STYX	421.433879	358.8469111	394.9024032	405.6361653	527.7025261	459.4038674
STYXL1	267.9060542	285.3054454	320.7378056	351.5513432	306.9580224	298.6125138
STYXL2	265.6031369	3.544167023	1.926353187	232.5647347	648.0224916	103.3658702
SUB1	2048.061183	1797.778723	2021.707669	1844.292431	1724.270373	1721.328866
SUB1P1	0	0	0	0	0	0
SUB1P2	0	0	0	0	0	0
SUB1P3	90.58141662	102.7808437	83.79636361	100.597769	71.05509777	81.83131389
SUB1P4	0	0	2.88952978	0	3.789605214	2.871274171
SUCLA2	969.5282135	905.5346744	990.1455379	981.0986717	1018.456401	865.6891627
SUCLA2-AS1	6.141112991	6.202292291	4.815882966	5.408482203	0.947401304	7.178185429
SUCLA2P1	3.83819562	2.658125267	2.88952978	1.081696441	2.842203911	5.742548343
SUCLA2P2	0	0	0	0	0	0
SUCLA2P3	3.83819562	6.202292291	5.77905956	6.490178644	2.842203911	8.613822514
SUCLG1	1268.907472	1217.421372	1442.838537	1172.558942	1213.62107	1002.074686
SUCLG2	545.7914171	386.3142055	388.1601671	693.3674185	709.6035764	581.4330197
SUCLG2-DT	62.94640816	63.79500642	72.23824449	81.12723305	64.42328864	67.47494303
SUCLG2P2	50.66418218	38.98583726	29.85847439	71.39196509	76.73950559	74.65312846
SUCLG2P4	0	0	0	0	0	0
SUCNR1	81.36974714	23.03708565	51.04835944	8.653571526	6.631809125	2.871274171
SUCO	1206.728703	1415.894726	1189.523093	1239.624121	1310.256003	1468.656739
SUDS3	1410.153071	1244.888667	1272.35628	1286.137068	1237.306102	1302.122837
SUDS3P1	127.4280946	100.1227184	88.61224658	91.94419746	107.0563473	107.6727814
SUFU	749.9834241	769.9702858	778.2466874	1398.633498	1302.676792	1277.717006
SUGCT	99.02544699	84.1739668	83.79636361	72.47366153	108.0037486	63.16803177
SUGCT-AS1	0.767639124	1.772083512	2.88952978	6.490178644	4.737006518	8.613822514
SUGP1	477.4715351	525.4227612	540.3420688	528.9495595	510.6493026	460.8395045
SUGP2	2467.959783	2984.188634	2882.787544	2165.556274	2208.392439	2249.643313
SUGT1	1262.766359	1200.586579	1098.021316	1252.604478	1394.574719	1559.101875
SUGT1-DT	18.42333897	12.40458458	16.37400209	11.89866085	10.42141434	7.178185429
SUGT1P1	0	0	0	0	0	0
SUGT1P2	4.605834744	1.772083512	2.88952978	2.163392881	2.842203911	4.306911257
SUGT1P3	232.5946545	188.726894	229.2360292	125.4767871	126.9517747	124.9004265
SUGT1P4	0	0	0	0	0	0
SUGT1P4-STRA6LP	1.535278248	6.202292291	6.742236153	7.571875085	1.894802607	5.742548343
SUGT1P4-STRA6LP-CCDC180	0	0.886041756	0	0	0	0
SULF1	246.4121588	278.2171113	538.4157156	686.8772398	620.5478538	745.0956475
SULF2	2222.315264	2075.109792	2503.295966	2997.380837	2897.153186	3764.240439
SULT1A1	0	0	0	0	0	0
SULT1A2	1.535278248	0	0	5.408482203	2.842203911	0
SULT1A3	0	2.658125267	1.926353187	2.163392881	0.947401304	1.435637086
SULT1A4	0	0	0	0	0	0
SULT1B1	0	0.886041756	0.963176593	0	0	0
SULT1C2	133.5692076	120.5016788	95.35448273	75.71875085	71.05509777	78.96003971
SULT1C2P2	0	0.886041756	0	0	0	0
SULT1C3	0	0	0	0	1.894802607	1.435637086
SULT1C4	606.4349079	575.0410995	559.6056007	1041.673672	895.2942319	901.5800898
SULT1C5P	0.767639124	1.772083512	0.963176593	1.081696441	1.894802607	0
SULT1D1P	0	0	0	0	0	0
SULT1D1P2	0	0	0	0	0	0
SULT1E1	6.908752115	4.430208779	0.963176593	1.081696441	0.947401304	5.742548343
SULT2A1	0	0	0	0	0	0
SULT2B1	8.444030363	24.80916916	3.852706373	2.163392881	5.684407821	8.613822514
SULT4A1	1793.204993	1324.632425	1868.562591	713.9196509	731.3938064	745.0956475
SULT6B1	0	0	0	0	0	0
SULT6B2P	0	0	0.963176593	0	0	0
SUMF1	345.4376058	350.8725353	306.2901567	430.5151834	364.7495019	437.8693111
SUMF2	2148.621908	1975.873115	2237.459226	2553.885296	2496.402435	2574.097295
SUMO1	1172.952581	1282.988462	1174.112267	1250.441085	1138.776367	1172.915499
SUMO1P1	0	0	0	0	0	0
SUMO1P2	0	1.772083512	0.963176593	0	0.947401304	0
SUMO1P3	187.3039462	194.0431445	171.4454336	180.6433056	155.3738138	175.1477245
SUMO1P4	6.908752115	4.430208779	5.77905956	6.490178644	3.789605214	2.871274171
SUMO2	1678.059125	1996.252076	2095.872267	2486.820117	2037.860204	2216.62366
SUMO2P1	41.45251269	39.87187901	52.01153604	47.59464339	38.84345345	43.06911257
SUMO2P10	0	0.886041756	0.963176593	0	0	0
SUMO2P12	0	0	0	0	0	0
SUMO2P13	0	0	0	0	0.947401304	0
SUMO2P14	0	0	0	0	0	0
SUMO2P15	0	1.772083512	1.926353187	0	0	0
SUMO2P16	0	0	0	0	1.894802607	2.871274171
SUMO2P17	2.302917372	6.202292291	4.815882966	5.408482203	2.842203911	2.871274171
SUMO2P18	0	0	0	0	0	0
SUMO2P19	2.302917372	0	2.88952978	0	1.894802607	1.435637086
SUMO2P2	0	0	0	0	0	0
SUMO2P20	9.979308611	11.51854283	12.52129571	16.22544661	10.42141434	7.178185429
SUMO2P21	533.5091911	617.5711038	632.8070218	811.2723305	685.9185438	657.5217853
SUMO2P3	12.28222598	23.03708565	25.04259142	28.12410746	17.05322346	22.97019337
SUMO2P4	0	0	0	1.081696441	0	0
SUMO2P5	0	0	0	0	0	0
SUMO2P6	12.28222598	17.72083512	16.37400209	25.96071458	19.89542738	8.613822514
SUMO2P7	0	0	0	0	0	1.435637086
SUMO2P8	0	0	0	1.081696441	0	0
SUMO3	1575.195482	1920.938527	1982.217429	1988.158058	1934.593462	2011.327557
SUMO4	2.302917372	4.430208779	0	6.490178644	6.631809125	5.742548343
SUN1	2634.537473	2534.079422	2110.319916	3301.337537	3422.96091	3487.162481
SUN2	1226.68732	1171.347201	1324.367816	1276.4018	1403.101331	1434.201449
SUN3	0	1.772083512	0	0	0	1.435637086
SUN5	0	0	0.963176593	0	0	0
SUNO1	25.33209109	15.9487516	18.30035527	32.45089322	27.4746378	34.45529006
SUOX	285.5617541	343.7842013	411.2764053	361.2866112	329.6956536	317.2757959
SUPT16H	2911.655197	2610.279013	2515.817262	2972.501819	3194.637196	2874.145446
SUPT16HP1	91.34905575	85.94605031	74.16459768	94.10759034	75.79210429	70.3462172
SUPT20H	388.4253967	447.4510867	440.1717031	443.4955407	429.1727905	426.3842145
SUPT20HL1	1.535278248	2.658125267	3.852706373	6.490178644	3.789605214	1.435637086
SUPT20HL2	1.535278248	0	0	0	0.947401304	1.435637086
SUPT3H	239.5034067	236.5731488	228.2728526	231.4830383	187.5854581	254.1077642
